StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,demo_1,demo_2,demo_3,demo_4,demo_5,TAS_1,TAS_2,TAS_3,TAS_4,TAS_5,TAS_6,TAS_7,TAS_8,TAS_9,TAS_10,TAS_11,TAS_12,TAS_13,TAS_14,TAS_15,TAS_16,TAS_17,TAS_18,TAS_19,TAS_20,TAS_21,TAS_22,TAS_23,TAS_24,TAS_25,TAS_26,TAS_27,TAS_28,TAS_29,TAS_30,TAS_31,TAS_32,TAS_33,TAS_34,M5_1,M5_2,M5_3,M5_4,M5_5,M5_6,M5_7,M5_8,M5_9,M5_10,M5_11,M5_12,M5_13,M5_14,M5_15,M5_16,M5_17,M5_18,M5_19,M5_20,M5_21,M5_22,M5_23,M5_24,M5_25,M5_26,M5_27,M5_28,M5_29,M5_30,M5_31,M5_32,M5_33,M5_34,M5_35,M5_36,M5_37,M5_38,M5_39,M5_40,M5_41,M5_42,M5_43,M5_44,M5_45,M5_46,M5_47,M5_48,M5_49,M5_50,Time_1,Time_2,Time_3,GamesGeneral_2,GamesGeneral_3,GamesGeneral_4,GamesGeneral_5,GamesGeneral_6,GamesGeneral_7,GamesGeneral_8,GamesGeneral_9,GamesGeneral_10,GamesGeneral_11,GamesGeneral_12,GamesGeneral_13,GamesGeneral_14,GamesGeneral_15,GamesGeneral_16,GamesGeneral_17,GamesGeneral_18,GamesGeneral_19,GamesGeneral_20,GamesGeneral_21,GamesGeneral_22,GamesGeneral_23,GamesDFS_1,GamesDFS_2,GamesDFS_3,GamesDFS_4,GamesDFS_5,GamesDFS_6,GamesDFS_7,GamesDFS_8,GamesDFS_9,GamesSOARS_1,GamesSOARS_2,GamesSOARS_3,GamesSOARS_4,GamesSOARS_5,GamesSOARS_6,GamesSOARS_7,GamesSOARS_8,GamesSOARS_9,GamesSOARS_10,GamesPresence_2,GamesPresence_3,GamesPresence_4,GamesITC_1,GamesITC_2,GamesITC_3,GamesITC_4,GamesITC_5,GamesITC_6,GamesITC_7,GamesITC_8,GamesITC_9,GamesITC_10,GamesITC_11,GamesITC_12,GamesITC_13,GamesITC_14,GamesITC_15,GamesITC_16,GamesITC_17,GamesITC_18,GamesITC_19,GamesITC_20,GamesITC_21,GamesITC_22,GamesITC_23,GamesITC_24,GamesITC_25,GamesITC_26,GamesITC_27,GamesITC_28,GamesITC_29,GamesITC_30,GamesITC_31,GamesITC_32,GamesITC_33,GamesITC_34,GamesITC_35,GamesITC_36,GamesITC_37,GamesITC_38,GamesITC_39,GamesITC_40,GamesITC_41,GamesITC_42,GamesITC_43,GamesITC_44,MoviesGeneral_2,MoviesGeneral_3,MoviesGeneral_4,MoviesGeneral_5,MoviesGeneral_6,MoviesGeneral_7,MoviesGeneral_8,MoviesGeneral_9,MoviesGeneral_10,MoviesGeneral_11,MoviesGeneral_12,MoviesGeneral_13,MoviesGeneral_14,MoviesGeneral_15,MoviesGeneral_16,MoviesGeneral_17,MoviesGeneral_18,MoviesGeneral_19,MoviesGeneral_20,MoviesGeneral_21,MoviesGeneral_22,MoviesGeneral_23,MoviesDFS_1,MoviesDFS_2,MoviesDFS_3,MoviesDFS_4,MoviesDFS_5,MoviesDFS_6,MoviesDFS_7,MoviesDFS_8,MoviesDFS_9,MoviesSOARS_1,MoviesSOARS_2,MoviesSOARS_3,MoviesSOARS_4,MoviesSOARS_5,MoviesSOARS_6,MoviesSOARS_7,MoviesSOARS_8,MoviesSOARS_9,MoviesSOARS_10,MoviesPresence_2,MoviesPresence_3,MoviesPresence_4,MoviesITC_1,MoviesITC_2,MoviesITC_3,MoviesITC_4,MoviesITC_5,MoviesITC_6,MoviesITC_7,MoviesITC_8,MoviesITC_9,MoviesITC_10,MoviesITC_11,MoviesITC_12,MoviesITC_13,MoviesITC_14,MoviesITC_15,MoviesITC_16,MoviesITC_17,MoviesITC_18,MoviesITC_19,MoviesITC_20,MoviesITC_21,MoviesITC_22,MoviesITC_23,MoviesITC_24,MoviesITC_25,MoviesITC_26,MoviesITC_27,MoviesITC_28,MoviesITC_29,MoviesITC_30,MoviesITC_31,MoviesITC_32,MoviesITC_33,MoviesITC_34,MoviesITC_35,MoviesITC_36,MoviesITC_37,MoviesITC_38,MoviesITC_39,MoviesITC_40,MoviesITC_41,MoviesITC_42,MoviesITC_43,MoviesITC_44,Condition
15/10/2019 18:26,15/10/2019 18:54,0,100,1669,1,15/10/2019 18:54,R_yqfGMsG3xZ9Kvnj,NA,anonymous,EN,4,2,2,usa,3,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,5,5,4,4,2,5,2,2,4,5,2,2,1,2,1,1,1,1,3,4,5,2,4,4,5,1,5,2,2,2,2,1,5,3,3,1,5,3,5,5,5,5,4,5,1,1,3,5,5,2,4,5,4,Cooking Craze,Time management,"You have to serve customers the food they order according to whatever the level calls for - customers served, happy customers, money or dishes made. You get points and bonuses for upgrading your kitchen equipment and food.",5,10,1,NA,NA,NA,NA,NA,1,NA,NA,"The characters are all a little weird and walk sideways because the animators did not want to draw extra images, I suppose. The main character is the Chef, and he's alright. He's pretty cheerful and looks a little like Mario or Luigi.",I feel this character is good. There is really nothing evil about him except how hard some of the levels are.,This character just shows up at the beginning of the level to remind you to use boosters and then at the end to announce whether you've won or lost.,4,1,3,2,1,3,4,4,4,4,3,5,4,3,6,5,5,6,6,2,4,6,2,3,6,5,5,3,1,4,3,4,4,4,4,4,4,3,4,2,5,4,3,4,5,4,3,2,3,4,4,4,4,3,2,4,2,3,2,3,4,4,3,4,5,4,3,4,4,2,4,"I have been watching Frasier because they released it on Netflix, and I got bored watching Cheers.",Situation comedy,"Dr. Frasier Crane moves back to his hometown of Seattle, where he lives with his father, and works as a radio psychiatrist. The show revolves around his relationships with his father and brother, as well as his dating life.",5,20,NA,NA,NA,1,NA,NA,1,NA,NA,"My favorite character is Frasier's brother, Niles, because he is played by David Hyde Pierce. Pierce is a remarkable verbal and physical comedian, and Niles is such a crazy character. I like the way Pierce plays all his foibles and idiosyncrasies.",I feel this character is a very good person if a little odd.,"He is one of Frasier's foils, always giving Frasier flack for abandoning real psychiatry for radio psychiatry. He is also in love with his father's caretaker, which provides a lot of hilarity because he's married and can't yet have her.",3,2,3,2,2,4,3,4,3,3,4,5,3,3,2,6,5,6,6,2,6,6,3,2,5,5,5,4,2,4,4,4,4,4,3,4,3,4,4,2,5,4,2,4,3,2,2,3,2,4,4,2,4,3,4,2,4,3,2,4,2,2,4,4,5,2,3,2,2,2,2,1
15/10/2019 18:08,15/10/2019 18:55,0,100,2782,1,15/10/2019 18:55,R_33dI60aKBJMiKvm,NA,anonymous,EN,3,2,2,usa,4,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,5,5,2,2,1,1,1,4,2,4,2,4,4,4,1,1,5,1,5,2,4,1,2,4,4,2,4,1,1,1,5,1,4,1,4,1,4,1,2,5,5,1,5,5,5,1,5,2,4,1,4,5,4,The Sims 4,Simulation,You control everything about the life of simulated people.,2.6,10,NA,NA,1,NA,NA,NA,1,NA,NA,"I have multiple favorite families I've made, currently the couple raising triplet toddlers is the most fun and challenging to manage.",Definitely good.,Just stay alive really. But I like to have them living their best lives.,6,5,3,3,2,5,4,5,5,4,5,3,5,4,1,6,6,6,6,6,6,6,2,2,3,3,1,2,1,2,2,4,4,4,4,4,4,4,3,1,5,3,2,4,2,2,1,1,2,4,2,2,4,1,2,1,2,2,1,3,2,2,4,3,4,5,2,3,4,1,3,Let's Eat,Korean Romance Comedy Thriller,"A divorced working woman balances living alone, making new friends and her love of food.",5,10,NA,NA,1,NA,NA,NA,1,1,NA,"Happily divorced and living alone, she's very dignified but loses control around her favorite foods.",Good,Navigate her everyday life and open herself up to new experiences.,5,2,3,2,3,5,5,5,5,4,5,4,3,4,2,3,5,6,5,3,6,6,5,2,3,2,1,4,1,3,4,4,4,4,3,2,2,4,3,1,5,4,1,4,2,2,1,4,2,4,2,1,5,1,4,1,2,2,1,4,1,2,4,4,4,1,2,1,1,1,1,1
15/10/2019 18:33,15/10/2019 18:56,0,100,1429,1,15/10/2019 18:56,R_8hSVwXKzdqmyqFX,NA,anonymous,EN,1,1,2,usa,3,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,5,5,1,1,1,1,1,1,5,5,1,4,5,5,1,1,4,3,5,3,5,1,1,2,5,5,5,1,1,1,3,1,4,2,5,1,4,1,5,5,5,5,5,5,2,1,5,3,5,3,4,5,4,Grand Theft auto 5,Crime,This video game is based on a open world which is free to roam by the character of the game along with other activities and missions.,3.5,6,NA,NA,NA,1,NA,NA,1,NA,NA,CJ,The character is more bad due to reckless activities,The character is required to complete missions to progress further in the game.,3,1,5,4,4,5,5,5,5,5,4,5,4,3,5,6,4,5,4,4,5,5,6,5,6,5,5,1,1,3,4,4,4,4,4,4,3,3,4,4,4,2,1,3,1,4,1,4,4,5,5,4,4,2,1,1,1,1,1,1,1,1,4,1,4,3,3,4,4,2,5,Power,Crime/Drama,The plot of this show is about an ex drug dealer who struggles to survive and escape the drug game.,5.3,1,NA,NA,1,1,NA,NA,1,NA,NA,My favorite main character is Ghost which is the ex drug dealer.,I feel that this character wants to be good but is too deep into the drug game which causes him to do bad.,The character is required to follow his supplier's orders while also trying to stay out of trouble.,4,3,5,5,4,5,5,5,5,4,5,5,4,3,5,6,4,5,5,5,6,6,2,4,6,5,5,2,2,3,4,4,4,2,4,3,4,4,3,3,4,3,4,3,3,3,4,3,4,3,4,4,3,4,3,4,3,4,2,3,3,3,4,3,4,3,3,3,4,2,4,2
15/10/2019 18:41,15/10/2019 18:58,0,100,1012,1,15/10/2019 18:58,R_2SqMUIkFZnquN0R,NA,anonymous,EN,1,2,2,usa,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,5,3,1,5,3,4,5,3,1,1,3,5,4,1,1,1,1,4,1,1,4,1,1,3,1,1,3,1,1,5,1,5,1,1,3,1,5,1,1,4,4,1,5,5,1,1,5,5,1,1,4,5,5,last of us,survival,"zombie appocolypse , but one young girl is unaffected you have to take her to a group of rebels to find a cure",3.3,33,NA,NA,NA,1,NA,NA,NA,1,NA,"joel he's the man who helps the girl 
first hes emotionally distant due to his own daughters death but eventually becomes like a father figure",good,take the girl to the rebels,5,1,7,7,7,3,3,5,5,5,5,3,5,5,5,7,7,7,7,1,7,7,1,1,5,3,7,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,1,3,1,5,1,1,4,5,4,4,1,4,1,1,1,1,1,1,1,1,5,1,5,5,5,1,1,1,1,mr robot,sci-fi thriller,a vigilante hacker with disassociative identity disorder,2.9,12,NA,NA,NA,1,NA,NA,NA,1,1,"mr robot 
he's the main characters manifistation of a protector",good,to protect the main character when he experience's things he cant cops with,5,1,4,4,5,5,3,5,5,3,5,5,4,5,4,7,6,7,7,1,1,7,1,1,3,4,1,5,1,5,5,5,5,1,5,5,5,5,3,3,5,3,3,5,1,1,1,1,5,5,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,2
15/10/2019 18:47,15/10/2019 19:07,0,100,1236,1,15/10/2019 19:07,R_1KlLVfbt9Xbgzc1,NA,anonymous,EN,3,1,1,usa,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,4,3,5,1,5,1,4,3,4,1,1,5,3,2,3,4,5,1,1,3,2,4,2,1,3,2,3,4,2,4,3,2,2,1,4,3,4,2,3,1,2,4,3,3,2,2,3,4,4,2,3,2,game of dice,board,It's a monopoloesque game but with many more modifiers,4,15,NA,NA,1,NA,NA,NA,1,NA,NA,Dr. X is an evil scientist,bad,He has various buffs,5,1,1,1,1,3,3,4,4,3,3,5,2,2,6,7,4,7,3,2,4,4,3,4,4,2,3,2,1,1,3,1,4,3,2,4,1,3,2,1,5,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,4,1,3,2,1,3,travelers,scifi,agents travel back in time to alter the future,2.4,8,NA,NA,1,NA,NA,NA,1,NA,NA,Agent 3468 is the team leader and has gradually come around o doubting the dubious plans he was ent back with,good,Lead the team and carry out orders,5,1,2,1,4,3,2,1,2,3,3,2,2,2,6,5,4,7,5,2,6,5,2,1,3,1,2,2,1,2,3,2,4,3,2,2,1,4,3,2,4,2,5,4,2,1,1,2,2,3,2,1,3,1,1,1,2,2,1,1,1,1,2,2,4,1,1,1,1,1,1,2
15/10/2019 18:54,15/10/2019 19:11,0,100,1049,1,15/10/2019 19:11,R_01w5ANcAkMsjt3b,NA,anonymous,EN,4,2,1,usa,2,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4,1,1,5,5,1,4,1,1,2,4,2,4,2,3,3,4,1,2,5,4,2,3,2,3,2,2,3,4,3,5,4,3,1,4,2,3,4,1,4,3,1,4,4,5,3,3,1,4,2,4,4,4,Pacman,Idk. Just a regular old video game,Ghosts chase the Pac man and it ways pellets,4.2,19,NA,NA,NA,1,NA,NA,1,NA,NA,"Well, it's the pacman.",Good,Just eat the pellets and avoid the ghosts,5,2,5,2,2,3,3,3,4,4,3,3,3,3,5,6,4,4,5,5,2,6,5,1,1,1,1,3,2,2,4,2,4,3,4,4,2,2,2,2,4,2,2,2,1,1,1,1,1,4,4,4,1,2,1,1,2,2,1,1,1,1,1,4,4,4,2,2,1,1,2,McHale's Navy,Old sitcom,A group of Navy crewman in WWII,6.9,28,NA,NA,NA,1,NA,NA,1,NA,NA,"The lead character is a Navy lieutenant. His crew is bored and he participates in a lot of the things they do, gambling, drinking,etc.",I'm between,Cover for his men and keep their morale up.,3,1,1,1,3,3,3,3,3,4,3,3,3,3,2,6,5,5,6,2,5,6,6,2,1,1,1,2,1,1,4,4,4,5,4,4,2,3,2,2,4,2,1,2,2,2,1,1,2,4,2,1,2,1,1,1,1,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1
15/10/2019 18:41,15/10/2019 19:14,0,100,2012,1,15/10/2019 19:14,R_2fdtpIkcQsAlcna,NA,anonymous,EN,2,1,1,usa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,5,5,4,3,1,3,4,5,2,3,3,4,3,2,1,3,4,3,5,1,3,2,3,3,4,1,3,1,1,1,5,1,4,4,4,3,2,1,3,5,5,2,4,4,4,1,4,2,5,1,4,5,4,Skyrim,First person role playing game,"You control the flow of the story. In the beginning of this game you discover that you are the dragon born, a being who can absorb the souls of dragons and speak the dragon language, giving you certain magical abilities. As the story progresses you get to higher levels and by completing quests. The game world is vast with so much to do, that even though I've played for so long, there is still always something new I didn't know before.",5.4,34,NA,NA,NA,1,NA,NA,1,NA,NA,Aela. She is my npc companion in the game. She can help you during quests so that you have back up and help defeat any enemies that you may encounter.,She is good,She is required to help you and follow you through the world as you play the game and complete quests. Carry items for you also.,7,4,5,5,7,3,1,4,4,4,4,5,3,4,5,7,6,6,5,3,4,7,4,4,7,2,7,4,3,5,5,4,4,4,4,5,4,3,4,3,5,4,1,3,5,4,1,1,5,5,4,5,3,1,1,4,5,4,1,3,3,1,4,4,5,4,3,3,4,1,4,Better Call Saul,Crime and Drama,"The plot of the show involves a man who is trying to get by as a lawyer. His past somewhat haunts him, but at times he is torn as to whether he should be doing the right thing, or doing what he wants, which sometimes are actions that most people would deem immoral. He is a good lawyer, but events happen that threaten his future.",5,26,NA,NA,NA,1,NA,NA,1,1,NA,"Jimmy Mcgill is a lawyer and brother to a man that gave him his second chance. He gets in to situations that could threaten his future, but he makes an effort to try and shape his own destiny.","At times I feel his is tying to do the right thing, but as the show progresses I am discovering that he might be a bad guy.","He is required to do his job as a lawyer, representing his clients, and follow the law. But for him, following the law isn't always the case.",3,1,2,2,1,4,2,4,4,5,4,2,3,4,2,6,6,6,6,2,5,6,2,2,4,2,1,4,1,1,4,3,3,4,4,5,1,3,3,1,5,3,1,4,1,1,1,3,3,4,2,2,4,1,1,1,1,1,1,3,1,1,4,3,4,1,1,1,1,1,1,1
15/10/2019 18:43,15/10/2019 19:22,0,100,2296,1,15/10/2019 19:22,R_1HoycI0C5fBIKLE,NA,anonymous,EN,2,1,2,usa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,2,2,1,5,2,3,3,4,1,1,5,5,5,1,4,5,5,1,4,2,1,2,3,1,1,5,1,5,4,5,5,5,1,4,4,4,4,1,2,2,5,1,2,1,5,4,4,2,1,1,3,5,4,FIFA 20,It is a soccer game.,There is no plot to it because it is a sports game. The point of the game is simply to play it.,4,15,NA,NA,NA,1,NA,1,1,NA,NA,There are no characters in the game because it is a sports game.,This isn't applicable.,There aren't characters in this because it is a sports game.,4,4,4,4,4,3,4,3,2,5,5,1,2,3,6,3,1,4,1,6,3,5,6,4,3,3,3,4,1,1,5,1,1,5,5,4,3,2,4,1,3,1,3,5,3,1,1,1,2,4,2,1,5,1,1,1,1,1,1,1,1,1,3,1,5,4,1,1,1,1,4,Mayans MC,Mayans MC is a crime drama show.,"Mayans MC follows the life of Ezekiel ""EZ"" Reyes as he navigates the world of a one-percenter motorcycle club. It is a spin off of the show Sons of Anarchy and is set in the same world and follows a similar path to that show.",1,60,NA,NA,NA,NA,NA,1,1,NA,NA,My favorite character in the show is Coco. I feel that he is the most complex and diverse character in the show with a lot of different threads coming into the personality that he presents despite being somewhat of a background character.,I don't think this character is either good or bad. That is a key component of the show. It's hard to understand if characters are good or bad or if they are in a gray area.,"The character is required to carry out their duties as a member of an outlaw motorcycle club. This can be a wide range of illegal activities, including, but not limited to, murder.",2,1,1,1,1,4,2,5,3,3,4,1,2,2,3,6,6,5,6,2,3,3,1,2,2,1,1,4,1,2,5,4,5,4,5,1,2,3,1,1,5,1,1,5,3,1,1,4,1,5,1,1,5,1,1,1,4,1,1,1,1,1,4,3,5,1,1,1,1,1,1,2
15/10/2019 18:52,15/10/2019 19:23,0,100,1860,1,15/10/2019 19:23,R_3EgRbZY3unRbz8D,NA,anonymous,EN,2,1,2,usa,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,5,5,2,4,2,3,3,5,3,3,4,3,3,2,1,3,4,3,4,1,3,2,4,3,3,3,2,3,3,3,4,3,2,2,3,3,3,3,3,4,4,2,4,5,4,3,3,2,3,3,3,3,3,Alien Isolation,Horror,It's based on the Alien movies.You have to survive on a space station with an alien monster.,2.3,6,NA,NA,NA,1,NA,NA,1,NA,1,The main character is called Amanda Ripley. She's a mechanic. She's the daughter of Sigourney Weaver's character from the movies. She's tough and intelligent.,Good,Survive on a space station. Fight humans and an alien. Overcome technical challenges,5,4,5,3,4,3,3,3,3,3,3,3,4,3,4,6,4,4,4,3,4,6,3,4,5,4,6,3,3,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,3,3,3,4,4,3,3,2,4,2,2,3,3,3,3,2,2,4,3,4,4,3,4,3,3,4,Chernobyl,Historical fiction,Chernobyl is a dramatized story about the scientists and workers dealing with the aftermath of the accident at the Chernobyl nuclear power plant.,1.2,1,NA,NA,NA,1,NA,NA,1,NA,NA,"The main character is named Valery Legasov, he's a Russian scientist. He's smart, and a decent guy, and has to deal with a lot of difficult decisions and situations.","He's more good than bad, though imperfect and complicated.",He's responsible for the cleanup after the accident on the show. He has to make a lot of important decisions that could affect the lives of thousands. He has to make decisions about how honest to be.,5,5,4,1,4,3,2,3,3,3,3,4,3,3,4,3,4,5,4,5,4,6,4,4,1,1,2,4,3,4,4,4,4,4,4,3,2,4,3,1,5,3,3,4,3,3,2,4,3,4,3,2,4,3,2,1,3,2,2,3,2,2,4,2,4,1,2,1,3,2,3,2
15/10/2019 19:04,15/10/2019 19:33,0,100,1732,1,15/10/2019 19:33,R_2eWQS7GrkJxpBWJ,NA,anonymous,EN,5,2,3,usa,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,5,5,4,4,1,2,1,3,4,5,1,4,3,4,1,1,1,1,4,3,5,1,1,4,4,1,5,1,1,1,4,2,4,2,5,1,4,1,5,5,5,5,5,5,1,1,4,5,5,1,3,5,4,ZELDA - LINK BETWEEN WORLDS,ACTION/ADVENTURE/STRATEGIC,"Link begins in Hyrule as he normally does but soon into the game finds himself fighting between two worlds to save his own. It is almost the opposite of his home world and you have to beat the dark world to save his world, to do so however you must work between both worlds at various times. Working through and defeating bosses in dungeons of each worlds then in the end beating the ultimate one which will actually not just save your world but the dark worlds as well.",7,14,1,NA,NA,NA,NA,NA,1,NA,NA,"Link of course, he is the hero and the one that is charged with saving all that exist in this game.","He is very good, not a bad bone in his body. He does not enjoy hurting others but sees it as the only way to win, he avoids hurting all that he can.",Save Hyrule and in the end save the dark world as well. He is tasked with bringing Zelda back from the dark world who has captured her in a painting placed on a wall within the dark worlds palace.,6,2,6,5,3,4,3,4,4,4,3,3,4,4,2,6,6,6,5,3,4,5,3,1,6,6,4,4,3,4,4,5,5,5,5,5,5,5,4,2,5,4,2,3,4,4,1,3,5,5,4,4,2,3,2,2,5,4,1,4,3,3,5,5,5,5,2,3,4,2,4,The Walking Dead Season 10 episode 1,Horror/Adventure,"The world exists only of the alive, you and me, and the dead but they are still walking and feeding on the living. The show is how people come together and try to find a way to survive and create a community that they can live in and try to maintain some sort of safety for those that live in this community.",1,1,NA,NA,NA,1,NA,NA,1,NA,NA,"Carol, she has been in this TV Series since season 1. In the beginning she was with an abusive husband and was afraid of her own shadow, but she has grown into a woman to be feared and loved by all.","She is good, she is only good.","To help save others from the walking dead and lead communities to work together even when they seem like they are falling apart. She is the voice of reason, that not all have to be killed or it doesn't always have to be just one way. Compromise is what she is best at.",6,5,6,6,6,5,5,5,5,5,5,5,3,4,2,6,6,6,6,2,6,6,4,2,6,6,6,4,2,4,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,5,5,5,3,2,5,2,5,5,1,5,2,2,5,5,5,5,4,4,4,1,3,1
15/10/2019 19:21,15/10/2019 19:34,0,100,808,1,15/10/2019 19:34,R_1FembHPXwSqm5Rp,NA,anonymous,EN,2,1,1,usa,2,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,4,5,4,4,2,1,1,2,4,5,1,4,2,5,2,1,1,2,4,3,4,1,1,4,5,2,4,2,2,2,4,2,3,2,5,2,5,1,4,5,4,3,5,4,1,2,4,5,4,3,3,5,3,Spiderman,It's a superhero action game,Spiderman has to stop multiple villains around New York and protect the people he loves,6.1,19,NA,NA,NA,1,NA,NA,1,NA,NA,Peter Parker is spiderman and just a moral character who cares,Way more good,Fight and protect,5,4,6,4,4,4,2,5,4,4,5,3,3,4,3,6,4,6,4,2,4,5,3,3,5,4,4,2,2,4,5,4,5,5,4,5,4,4,5,3,4,5,2,4,2,4,2,5,2,3,2,3,3,2,3,5,2,3,2,5,4,4,5,3,4,4,5,3,3,1,4,Stranger things,Science fiction,Mysterious things happening to a town in Indiana,1.9,10,NA,NA,NA,1,NA,NA,1,NA,NA,Hopper is the sheriff who is funny but cares about the town,More good but has shades of grey,Protect his friends and family,5,4,5,3,5,4,3,4,5,4,4,3,3,4,4,6,6,5,6,4,4,4,3,2,3,4,4,2,1,2,4,5,4,2,4,2,4,5,4,2,5,4,2,4,2,2,2,4,2,2,1,2,1,2,3,2,2,3,2,2,2,3,5,4,5,3,4,2,4,1,4,1
15/10/2019 18:59,15/10/2019 19:34,0,100,2111,1,15/10/2019 19:34,R_3iWkNslIDLxiCSX,NA,anonymous,EN,4,1,2,usa,2,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4,5,2,3,1,1,1,5,4,3,4,4,4,2,1,3,5,1,4,1,2,1,2,3,2,5,3,3,2,2,5,1,2,1,3,4,4,2,3,4,3,1,5,3,5,1,4,2,4,1,4,5,5,It's Portal 2,It's one half adventure game and one half strategy/puzzle,"You find yourself in aperture labs after it has had a major disaster. You have nothing but your wits, a friendly AI device and eventually a gun that will open up ""portals"" into other sections of aperture labs. Ultimately, you need to figure out a large number of puzzles... Some of them very difficult in order to escape. I have not finished the whole game yet.",4,7,NA,NA,NA,NA,NA,1,1,NA,NA,"Other than myself, it would be GLaDOS, The main AI unit that assists me. It sounds very human and is quite witty.",The character is basically good but is somewhat bumbling and can make mistakes at times.,"The GLaDOS character is there to give me certain hints and sometimes give me a path to follow. I am actually the main character though, not GLaDOS.",4,2,6,5,4,3,2,4,4,5,3,1,4,3,6,6,6,6,7,2,4,5,6,2,7,5,3,4,3,4,4,5,4,4,4,5,5,5,4,3,4,4,2,5,5,3,2,4,3,5,4,5,4,2,3,4,4,4,2,4,4,3,4,4,4,5,4,4,4,1,4,"I recently watched - Star Wars ""the force awakens"" again",Science fiction,The plot is very similar to the first Star Wars except that the main characters are  Finn and Rey. Some of the characters from the original movies like Han Solo and Chewbacca are there as well. It's a different environment Mandy first Star Wars but ultimately they end up destroying another planet killer at the end of the movie.,1,2,NA,NA,NA,1,NA,NA,1,NA,NA,My favorite character has always been Han Solo,He is 95% good and 5% scalawag,"As in the first Star Wars trilogy, he assists the protagonist in their quest to destroy the star killer but ultimately killed by his son Kylo Ren",6,2,6,6,6,3,3,4,3,4,3,5,4,4,5,3,4,4,4,6,5,7,3,2,7,7,2,4,3,4,4,4,4,5,4,4,4,3,4,4,5,4,1,4,4,4,1,4,3,5,4,4,3,1,2,3,3,4,1,4,3,4,4,4,5,3,4,4,4,1,5,1
