StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,demo_1,demo_2,demo_3,demo_4,demo_5,TAS_1,TAS_2,TAS_3,TAS_4,TAS_5,TAS_6,TAS_7,TAS_8,TAS_9,TAS_10,TAS_11,TAS_12,TAS_13,TAS_14,TAS_15,TAS_16,TAS_17,TAS_18,TAS_19,TAS_20,TAS_21,TAS_22,TAS_23,TAS_24,TAS_25,TAS_26,TAS_27,TAS_28,TAS_29,TAS_30,TAS_31,TAS_32,TAS_33,TAS_34,M5_1,M5_2,M5_3,M5_4,M5_5,M5_6,M5_7,M5_8,M5_9,M5_10,M5_11,M5_12,M5_13,M5_14,M5_15,M5_16,M5_17,M5_18,M5_19,M5_20,M5_21,M5_22,M5_23,M5_24,M5_25,M5_26,M5_27,M5_28,M5_29,M5_30,M5_31,M5_32,M5_33,M5_34,M5_35,M5_36,M5_37,M5_38,M5_39,M5_40,M5_41,M5_42,M5_43,M5_44,M5_45,M5_46,M5_47,M5_48,M5_49,M5_50,Time_1,Time_2,Time_3,GamesGeneral_2,GamesGeneral_3,GamesGeneral_4,GamesGeneral_5,GamesGeneral_6,GamesGeneral_7,GamesGeneral_8,GamesGeneral_9,GamesGeneral_10,GamesGeneral_11,GamesGeneral_12,GamesGeneral_13,GamesGeneral_14,GamesGeneral_15,GamesGeneral_16,GamesGeneral_17,GamesGeneral_18,GamesGeneral_19,GamesGeneral_20,GamesGeneral_21,GamesGeneral_22,GamesGeneral_23,GamesDFS_1,GamesDFS_2,GamesDFS_3,GamesDFS_4,GamesDFS_5,GamesDFS_6,GamesDFS_7,GamesDFS_8,GamesDFS_9,GamesSOARS_1,GamesSOARS_2,GamesSOARS_3,GamesSOARS_4,GamesSOARS_5,GamesSOARS_6,GamesSOARS_7,GamesSOARS_8,GamesSOARS_9,GamesSOARS_10,GamesPresence_2,GamesPresence_3,GamesPresence_4,GamesITC_1,GamesITC_2,GamesITC_3,GamesITC_4,GamesITC_5,GamesITC_6,GamesITC_7,GamesITC_8,GamesITC_9,GamesITC_10,GamesITC_11,GamesITC_12,GamesITC_13,GamesITC_14,GamesITC_15,GamesITC_16,GamesITC_17,GamesITC_18,GamesITC_19,GamesITC_20,GamesITC_21,GamesITC_22,GamesITC_23,GamesITC_24,GamesITC_25,GamesITC_26,GamesITC_27,GamesITC_28,GamesITC_29,GamesITC_30,GamesITC_31,GamesITC_32,GamesITC_33,GamesITC_34,GamesITC_35,GamesITC_36,GamesITC_37,GamesITC_38,GamesITC_39,GamesITC_40,GamesITC_41,GamesITC_42,GamesITC_43,GamesITC_44,MoviesGeneral_2,MoviesGeneral_3,MoviesGeneral_4,MoviesGeneral_5,MoviesGeneral_6,MoviesGeneral_7,MoviesGeneral_8,MoviesGeneral_9,MoviesGeneral_10,MoviesGeneral_11,MoviesGeneral_12,MoviesGeneral_13,MoviesGeneral_14,MoviesGeneral_15,MoviesGeneral_16,MoviesGeneral_17,MoviesGeneral_18,MoviesGeneral_19,MoviesGeneral_20,MoviesGeneral_21,MoviesGeneral_22,MoviesGeneral_23,MoviesDFS_1,MoviesDFS_2,MoviesDFS_3,MoviesDFS_4,MoviesDFS_5,MoviesDFS_6,MoviesDFS_7,MoviesDFS_8,MoviesDFS_9,MoviesSOARS_1,MoviesSOARS_2,MoviesSOARS_3,MoviesSOARS_4,MoviesSOARS_5,MoviesSOARS_6,MoviesSOARS_7,MoviesSOARS_8,MoviesSOARS_9,MoviesSOARS_10,MoviesPresence_2,MoviesPresence_3,MoviesPresence_4,MoviesITC_1,MoviesITC_2,MoviesITC_3,MoviesITC_4,MoviesITC_5,MoviesITC_6,MoviesITC_7,MoviesITC_8,MoviesITC_9,MoviesITC_10,MoviesITC_11,MoviesITC_12,MoviesITC_13,MoviesITC_14,MoviesITC_15,MoviesITC_16,MoviesITC_17,MoviesITC_18,MoviesITC_19,MoviesITC_20,MoviesITC_21,MoviesITC_22,MoviesITC_23,MoviesITC_24,MoviesITC_25,MoviesITC_26,MoviesITC_27,MoviesITC_28,MoviesITC_29,MoviesITC_30,MoviesITC_31,MoviesITC_32,MoviesITC_33,MoviesITC_34,MoviesITC_35,MoviesITC_36,MoviesITC_37,MoviesITC_38,MoviesITC_39,MoviesITC_40,MoviesITC_41,MoviesITC_42,MoviesITC_43,MoviesITC_44,Condition
9/10/2019 19:23,9/10/2019 20:10,0,100,2810,1,9/10/2019 20:10,R_2PAOvD00bhZXsdO,NA,anonymous,EN,3,2,1,usa,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,5,5,1,1,1,2,4,5,3,2,5,2,4,2,1,4,5,3,3,1,4,2,2,3,2,5,1,5,1,2,5,1,5,1,3,2,2,2,1,5,5,1,4,5,5,1,4,3,4,2,3,4,3,Elder Scrolls: Tamriel,online role-playing,"You make your way through all the different parts of Tamriel...doing missions, fighting creatures and people, join an alliance or play missions with other players.",6.1,15,NA,NA,NA,1,NA,NA,1,NA,NA,"My favorite character is the one I play, which is an elf warrior.",She can be good or bad depending on how I play her.,Complete missions or tasks and level up.,4,3,7,7,7,5,4,5,5,5,5,5,3,5,5,6,5,7,6,2,6,7,4,2,7,6,5,4,2,5,5,5,5,5,5,4,4,4,4,3,5,4,3,4,4,4,2,4,5,4,4,4,3,4,2,2,4,4,2,4,4,3,4,4,5,4,4,4,4,2,4,The Prodigal Son,Crime,"Malcolm Bright is a former FBI agent working with the New York City police department.  He called the police on his doctor father when he was a child.  Turns out his dad was a serial killer who becomes known as ""the surgeon"".",1,1,NA,NA,NA,1,NA,NA,1,NA,NA,"Malcolm Bright, who is the main character.  The character has a quirky almost manic personality.  He is fascinated by the mind and the way it works.  He was a profiler for the FBI.",It's a new Fall show so there are only 3 episodes so far.  He seems good but there are moments when you think he is too much like his serial killer father.,He is required to help the police solve homicides.,5,1,2,1,5,3,2,4,4,4,5,3,2,4,3,6,4,5,6,2,6,6,2,2,4,1,1,4,2,4,5,5,5,4,4,4,2,3,2,2,5,3,2,4,2,2,2,1,3,4,2,2,4,2,2,2,3,2,2,2,2,2,4,4,5,2,2,2,2,2,2,2
15/10/2019 17:17,15/10/2019 17:24,0,100,433,1,15/10/2019 17:24,R_s5UAwEy7aRmZTYB,NA,anonymous,EN,2,1,2,usa,2,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,3,2,3,5,4,1,2,3,5,4,5,4,1,3,2,4,5,3,2,1,5,5,4,2,1,3,4,5,4,2,5,5,4,3,2,1,2,5,4,3,5,4,3,1,3,5,4,3,2,1,4,3,5,Call of Duty,FPS,You do campaign and multiplayer to fight other people.,6.1,159,NA,NA,NA,1,NA,NA,1,NA,NA,"Mason, ghost, soap and price",Good,Fight for this country.,6,7,6,7,7,4,5,4,3,2,4,3,5,4,7,6,5,3,4,6,5,4,6,6,7,6,7,5,5,4,3,4,5,5,4,2,3,5,4,3,1,5,5,4,3,2,1,3,4,5,5,4,3,2,3,5,4,5,5,4,3,1,2,1,3,4,5,4,3,2,3,The show is supernatural. I love that show and it is amazing.,Comedy/thriller/fantasy,it follows brothers on their journey to fight demons among other things.,6.9,138,NA,NA,NA,1,NA,NA,1,NA,NA,Dean because he ain't afraid to tell it like it is.,He is more good than anything.,Hunt demons and other stuff.,7,7,7,6,6,5,4,3,5,4,2,1,3,5,5,7,6,7,4,2,5,7,6,6,7,6,6,2,3,5,4,1,2,4,5,2,1,3,5,4,3,2,1,2,5,4,3,2,1,3,5,4,2,3,1,2,5,5,4,1,3,2,4,5,5,5,4,3,2,2,3,2
15/10/2019 17:15,15/10/2019 17:28,0,100,753,1,15/10/2019 17:28,R_sZPQ9nXizTh1tx7,NA,anonymous,EN,2,1,1,usa,2,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,4,5,5,4,2,1,1,5,4,5,1,4,2,4,2,1,2,2,4,1,5,2,2,4,5,2,5,1,2,1,2,1,4,2,5,2,4,1,5,4,4,4,5,4,2,1,4,4,5,2,4,5,4,League of Legends,MOBA,There isn't really a plot. Each character has a story behind them but the main purpose of the game is just to kill the enemies' inhibitor. There is no actual story in the game play.,5,10,NA,NA,NA,NA,NA,1,NA,NA,1,"My favorite character is Jinx, a crazy dangerous marksman.",I think she is chaotic neutral leaning towards bad.,The character is required to kill the enemy team and break down their base.,2,1,3,1,2,4,4,5,5,4,5,4,4,4,2,7,6,7,7,2,7,6,6,1,3,2,1,2,1,2,4,4,5,4,4,4,3,3,4,2,5,2,1,4,4,2,1,1,3,2,1,1,1,4,1,1,2,1,1,1,1,1,2,4,5,1,1,1,1,1,2,Breaking Bad,Drama/Thriller,A science teacher gets cancer and makes/sells meth to pay for his medical bills.,4,10,NA,NA,NA,1,NA,NA,NA,1,NA,Walter White is my favorite character. He starts off with good intentions but gets more and more cruel as the show goes on.,I think he starts off good early but slowly changes to be morally bad.,Walter is trying to make enough money so that his family is comfortable when he dies in any way possible.,2,1,1,1,2,4,5,5,5,5,5,5,3,4,1,6,6,7,6,2,7,6,6,1,1,2,1,2,1,1,4,4,5,2,2,2,1,1,1,1,5,1,1,4,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,5,1,1,1,1,1,1,1
15/10/2019 17:15,15/10/2019 17:29,0,100,836,1,15/10/2019 17:29,R_3I0rpfRyy54XK0T,NA,anonymous,EN,1,1,1,usa,2,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,3,3,3,5,2,2,4,4,3,4,2,2,3,3,5,4,4,2,3,5,2,2,4,2,4,3,3,5,2,3,3,3,5,2,3,5,2,4,3,4,2,4,3,2,4,2,5,2,3,3,2,4,Fortnite,A cooperative shooter-survival,"To fight off zombie-like husks, defend objects with fortifications you can build, and a battle royale mode where up to 100 players fight to be the last person standing.",3.1,3,NA,NA,NA,NA,NA,1,1,NA,NA,"Ramirez, She is one of the main characters, that is in the game's story. She is one of the soldiers to choose.",This character is more good.,They are required to complete missions and gather skins.,3,5,2,5,4,1,3,4,3,2,3,2,5,2,3,5,2,4,3,4,4,4,2,5,3,3,5,2,4,3,5,2,4,3,3,5,3,3,4,3,2,5,2,2,3,3,4,3,2,3,3,4,3,3,4,3,3,3,3,2,2,3,4,3,2,5,2,3,4,4,3,Black-ish,Comedy,"Black-ish revolves around the family's lives, as they juggle several personal and sociopolitical issues",2.1,3,NA,NA,NA,1,NA,NA,1,NA,NA,"Jeff Meacham as Josh Oppenhol (starring seasons 2 and 6; recurring seasons 1, 3–5): Andre's co-worker, who is often disrespected and undervalued by his peers.",This character is goodl.,"They are a co-worker to Andre, the dad of the family in Black-ish",3,5,2,4,6,2,4,3,3,3,2,3,3,2,3,5,3,4,2,4,3,4,4,4,3,3,5,3,3,4,2,2,3,3,3,3,4,2,3,4,3,3,3,3,2,4,4,2,2,3,4,3,2,4,3,4,3,3,4,2,4,2,3,4,3,4,4,3,3,3,4,1
15/10/2019 17:12,15/10/2019 17:31,0,100,1174,1,15/10/2019 17:31,R_UiNUvfnWlvTNLCF,NA,anonymous,EN,1,1,2,usa,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,3,3,3,5,3,5,3,4,3,3,3,3,4,3,3,1,4,4,2,4,3,4,3,4,4,2,4,2,4,4,4,4,4,4,5,5,4,4,4,3,4,3,3,4,4,4,4,5,5,I have really enjoyed playing Counter-Strike: Global Offensive.,The game is a multiplayer first-person shooter.,"There is no actual story to the game. The only thing you do is attempoted to win al;l the rounds in a match. The first one to 16 wins; you either win by killing all the enemies, defusing the bomb or rescuing hostages.",5,27,NA,NA,1,NA,NA,1,NA,NA,1,"There is no main character in this game, but my favorite team is the Counter Terroist platoon.",The Counter Terrorist are the good guys.,"You must make sure the terrorist do not plant the bomb, but if they do you must defuse it.",7,3,7,3,7,5,3,5,3,5,3,5,3,4,7,7,5,7,6,4,7,7,7,6,7,7,7,5,2,5,5,5,5,5,4,5,3,4,4,5,4,5,3,4,3,4,5,3,5,3,5,3,5,4,4,5,5,3,2,5,5,3,5,4,5,3,2,4,4,2,5,I really enjoyed watching Game of Thrones even if the ending was a bit bland.,I would say Games of Thrones is a medieval drama/action show.,The basic plot revolves around warring factions that are trying to rule the land. Each has its own reasons and goals to sitting on the Iron Throne.,7,14,1,1,NA,1,NA,NA,1,NA,NA,I absolutely loved Theon Greyjoy during the entirety of the series. His character arc and ultimatge dmise was a treat to watch.,Even tough at time he felt rather pressured to be bad. Theon was always good deep down; he just wanted to make a name for himself.,He was required to betray his adopted family and forced to be tortured.,3,2,2,2,2,5,3,5,3,5,3,5,3,3,4,7,5,4,5,4,4,6,5,6,7,7,7,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5,2,2,3,5,5,3,3,3,3,4,5,4,5,2,3,4,3,4,3,5,3,3,4,3,2,4,2
15/10/2019 17:15,15/10/2019 17:32,0,100,1020,1,15/10/2019 17:32,R_3MFsCCHFqOoZTkH,NA,anonymous,EN,2,1,2,usa,3,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,4,4,2,5,1,1,1,4,4,5,2,4,3,2,2,1,1,2,4,2,4,2,2,3,4,2,4,2,1,1,1,1,4,2,4,2,4,1,5,4,4,4,5,4,1,1,4,4,5,2,4,5,4,Call of duty,Action,"Basically its a multiplayer, first person shooter.
There is a story mode as well that entails an adventure type scenerio.",3.1,10,NA,NA,1,NA,NA,NA,1,NA,NA,Not a charcter but a charcter class would be more accurate.That would be a sniper.,Neither.these charcters are indifferent or neutral.,Basically shoot or blow up other players.,2,2,5,2,3,4,2,5,4,5,5,2,2,4,5,5,7,6,5,2,6,7,2,1,5,5,1,2,2,4,5,4,4,4,4,5,5,4,4,2,5,3,2,4,4,5,2,5,5,4,4,2,4,5,2,2,4,5,2,4,4,2,1,4,5,3,4,5,4,2,5,Stranger things,Thriller,"Kids living in the 1980's come upon an adventure,involving the government and
a central psychic character.The plot continues on and becomes more deeper
as the characters backgrounds intertwine and develop.",3.1,8,NA,NA,1,NA,NA,NA,1,NA,NA,"Would be the psychic character 11.She started as quite and full of mystery.A product of
a government experience,i find her character arc very interesting.","This character would be majority good however she can be aggressive or violent depending on
self defense type situations.","She is the central character that was responsible for the many unfolded events.
The echos out and draws in or affects other charcters on the periphery.",2,2,5,1,5,4,2,4,5,4,4,2,2,5,5,5,6,7,6,2,6,7,2,2,5,2,2,2,2,4,4,5,4,4,4,5,4,4,5,2,4,4,2,4,5,5,2,4,4,4,4,2,3,3,2,2,1,4,2,2,1,4,4,5,4,2,4,3,5,2,5,2
15/10/2019 17:16,15/10/2019 17:33,0,100,1033,1,15/10/2019 17:33,R_4ZmRwbhng55ilmp,NA,anonymous,EN,2,1,2,usa,3,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,5,4,3,3,1,2,2,3,4,4,3,2,3,4,2,2,3,4,4,3,4,3,2,3,4,3,3,2,2,2,3,3,3,3,4,4,5,2,4,3,3,4,4,4,3,3,3,4,4,2,4,5,4,DOTA 2,REAL TIME STRATEGY,You pick a character with skills and levels and you level them up as the game goes along. You have 5 heroes on each team. The team that destroys the other team's key buildings win.,5,10,NA,NA,1,NA,NA,NA,1,NA,NA,"Legion Commander. It is a character that can fight other characters one on one and if she wins the fight she gains permanent damage,","Good, because she is very straightforward and up front.",The character is required to kill buildings and other characters. Since the character can gain bonus damage with experience it can make her job easier.,5,4,6,6,6,4,4,4,4,3,4,4,4,4,5,5,5,5,6,3,3,5,4,3,3,3,2,3,2,3,5,4,4,4,4,5,3,3,3,3,4,2,2,2,3,3,3,2,4,4,2,2,2,2,2,3,4,2,2,2,2,2,2,2,4,2,2,2,2,2,3,I watched the TV series Hannibal.,It is a horror series.,It is about a detective and his relationship with an intelligent yet human serial killer.,4,10,NA,NA,1,NA,NA,NA,1,NA,NA,Hannibal Lecter is a very intelligent yet morally ambiguous serial killer. He can show great apathy for his actions yet he can care deeply for those he loves.,"I feel this character is an anti-hero, so both good and bad, but more good overall because he is true to himself and surprisingly empathetic.","The character is required to evade capture by his authorities, but he has an inner obligation to stay true to himself as well.",6,4,6,6,5,4,4,4,4,3,4,4,3,4,4,4,4,7,5,4,4,7,5,2,3,5,6,4,4,4,5,4,3,5,5,5,4,3,4,4,5,5,2,5,5,5,3,3,4,5,4,2,4,2,2,3,4,3,2,4,4,3,5,4,5,3,4,4,2,1,4,1
15/10/2019 17:13,15/10/2019 17:33,0,100,1227,1,15/10/2019 17:33,R_3QFCxZbZhzUdfEd,NA,anonymous,EN,2,1,2,usa,3,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,2,2,1,3,3,3,1,4,4,4,1,1,3,3,4,3,5,3,1,3,3,3,4,1,1,2,3,1,3,4,4,2,4,1,4,4,4,3,5,4,4,3,4,4,4,1,3,4,4,Call of duty,first-person shooter,"It's a battle royale game, where you fight with 100 people while zone shrinks and only 1 ends up surviving",6,21,1,NA,1,NA,NA,NA,1,NA,1,"Ninja, silent movement and  a hook",It's neutral because it's a ninja and people don't hear him,"Win the game, survive, using his special abilities and collected weapons",5,5,5,5,4,5,3,5,5,5,5,5,5,3,2,6,6,6,7,2,6,6,2,2,6,5,3,1,1,3,3,4,4,4,4,4,4,4,4,4,5,5,1,4,3,4,1,4,3,4,3,3,3,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,Black mirror,sci-fi horror,"It's tv series where each episode is new and not connected, it's a high tech environment with horror elements",7,8,NA,NA,1,NA,NA,NA,1,NA,NA,"Each episode is different, so I don't really have a favorite character, but the main characters are always good",Characters are both good and bad,"Usually, survive the crazy technology",4,4,6,6,3,5,3,3,5,4,2,5,4,3,1,4,5,5,5,3,5,6,1,2,5,5,6,1,1,4,4,4,5,4,4,4,4,4,4,4,5,4,1,4,3,4,1,4,4,4,4,4,3,1,4,2,4,4,1,3,3,3,3,4,5,1,3,4,2,1,4,1
15/10/2019 17:10,15/10/2019 17:34,0,100,1434,1,15/10/2019 17:34,R_2bK0bB6A61Wv3a9,NA,anonymous,EN,3,1,2,usa,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,4,5,5,4,4,1,1,5,5,2,1,5,5,5,1,1,5,1,1,1,5,4,2,2,3,2,5,1,1,1,5,4,1,5,5,1,2,1,4,4,5,1,4,5,3,4,5,3,1,1,4,5,4,mario kart tour,mobile racing,race gokarts as your favorite mario characters.,5.2,9,1,NA,NA,NA,NA,NA,1,NA,NA,shyguy. he's a classic mario character from the second mario video game and just has a cool look to him. red clothes and white mask.,he's bad. hes one of the original mario bad guys.,"like all the other characters, race the gokarts and try to score as many points while doing so",1,1,5,1,1,5,4,5,5,3,4,5,5,3,1,1,7,7,6,3,2,7,2,1,4,2,2,1,1,1,5,4,5,4,5,5,4,3,5,1,5,4,1,1,5,4,1,1,4,4,2,4,4,2,1,3,2,2,1,2,1,1,3,3,5,4,1,5,2,1,4,street outlaws,reality,"it's a ""reality"" tv show about guys who drag race their cars on the streets. it follows some guys from oklahoma city who claim to have the fastest street cars on the planet. but it's fairly scripted and the cars are far from street legal",2.1,4,1,NA,1,1,NA,1,1,NA,NA,"big cheif, because he talks like a normal person, is around my age and has the best car on the show. he's a big dude close to 40. white dude, a bit on the chunky side.","he is more good than bad, but he definately has some faults. he's full of himself and is very selfish and plays favorites even though he supposed to be neutral.","he's the race master, so he controls the race events. invites new people to the races, flags most of the races he's not involved in, usually races other cities fastest cars.",5,1,1,1,3,5,5,4,5,4,1,5,4,3,1,7,7,7,7,1,7,7,1,1,3,2,2,1,1,1,4,5,4,5,5,2,1,1,1,1,5,1,2,2,1,1,1,1,2,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2
15/10/2019 17:20,15/10/2019 17:35,0,100,904,1,15/10/2019 17:35,R_3kEZ4T68wKvz0QI,NA,anonymous,EN,2,1,2,usa,4,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,3,4,4,4,2,2,2,3,4,4,2,3,3,4,2,1,3,2,4,3,4,3,2,3,4,2,4,2,2,2,3,2,3,3,4,2,4,2,4,4,4,4,4,4,2,2,4,4,4,2,3,4,3,Clash of clans and star war galaxies of heroes are the last two games i play frequently though i am taking a break from them,"Rpg, strategy","One game is to collect star war heroes and develop them in team while participate in events.

The other is to build one’s own village and develop it",7,4,NA,1,NA,NA,NA,NA,1,NA,NA,"For star war all the characters are interesting and there are new characters all the time, though i like yoda quite a lot",Good,"As other character, i can develop, upgrade and assign yoda in teams",4,2,3,2,3,5,3,4,4,3,4,5,2,3,2,6,5,5,6,2,5,5,2,2,5,2,2,3,2,2,3,4,3,3,3,2,3,3,4,2,4,3,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,4,4,2,3,3,2,3,Best thing i ever ate,Food,It is about people talk about best thing they ever eat in a category like best burger ever,2,4,NA,NA,NA,1,NA,NA,1,NA,NA,Most of the chefs here are pretty famous but i don’t have a favorite as there are many of them talking about dishes,Most of the.p celebrity chefs so i think the majority are decent people,They are asked to describe the best thing they have ever eaten in a certain category,4,3,2,2,3,4,3,4,4,3,4,4,2,3,2,6,6,6,5,5,5,4,2,2,2,2,2,2,2,2,3,4,3,3,4,2,2,3,2,2,4,2,2,4,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,4,4,2,2,2,2,2,3,1
15/10/2019 17:20,15/10/2019 17:36,0,100,955,1,15/10/2019 17:36,R_2PnCDx0n1J77HwN,NA,anonymous,EN,3,1,2,usa,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,5,4,4,5,5,4,3,4,5,5,5,4,3,2,4,1,4,5,4,5,5,5,4,5,4,4,5,5,3,4,5,4,4,3,4,5,4,5,3,4,5,4,4,4,3,4,5,5,5,4,4,3,2,Life Is Strange. ...,"Life Is Strange is an episodic graphic adventure video game developed by Dontnod Entertainment and published by Square Enix for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, Xbox One, iOS and Android. The game was released in five episodes periodically throughout 2015","Life Is Strange is an episodic graphic adventure video game developed by Dontnod Entertainment and published by Square Enix for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, Xbox One, iOS and Android. The game was released in five episodes periodically throughout 2015",5.1,7,1,NA,1,NA,NA,NA,1,NA,NA,Baptiste Moisan.The player can explore various locations in the fictional setting of Arcadia Bay and communicate with non-playable characters.[10][11] Dialogue exchanges can be rewound while branching options are used for conversation,good,"Once an event is reset, the details provided earlier are permitted to avail themselves in the future.[14] In some instances, choices in dialogue will alter and affect the story through short or long-term consequences.[15] For each one of the choices, something good in the short-term could turn out worse later.[6]",6,5,6,7,7,4,3,4,5,5,4,3,4,5,6,6,5,6,6,7,5,5,6,7,6,6,7,5,2,3,4,3,4,4,5,4,5,3,3,4,5,4,5,5,5,4,2,3,4,4,5,5,4,4,4,3,3,4,4,5,4,4,3,3,4,4,5,4,4,2,4,Arrested Development.,Sitcom,"Arrested Development returned in 2013, resurrected by Netflix in a move met with huge excitement by fans of the series that centres on a family so haywire, they make The Simpsons look blissfully sedate. Eight years and just 31 episodes later, however, the streaming giant looks set to cancel it again.",6.9,15,NA,NA,NA,1,1,NA,1,NA,NA,"Ernest Hemingway

Ernest Miller Hemingway was an American journalist, novelist, short-story writer, and sportsman. His economical and understated style—which he termed the iceberg theory—had a strong influence on 20th-century fiction, while his adventurous lifestyle and his public image brought him admiration from later generations. Hemingway produced most of his work between the mid-1920s and the mid-1950s, and he won the Nobel Prize in Literature in 1954. He published seven novels, six short-story collections, and two non-fiction works. Three of his novels, four short-story collections, and three non-fiction works were published posthumously. Many of his works are considered classics of American literature.
",good,"Ernest Hemingway used the term in The Sun Also Rises, published in 1926: On page 51, Harvey tells Cohn, ""I misjudged you [...] You're not a moron. You're only a case of arrested development.""",6,5,6,7,7,4,3,5,4,3,4,5,4,5,6,7,5,5,6,6,5,5,7,7,6,7,5,4,5,4,4,3,4,4,5,3,4,3,4,5,4,4,3,5,4,3,4,4,3,3,4,5,5,4,4,3,3,4,4,5,3,3,2,3,3,3,2,3,3,4,4,1
15/10/2019 17:18,15/10/2019 17:38,0,100,1205,1,15/10/2019 17:38,R_3oNPKycklIVPWOo,NA,anonymous,EN,3,1,3,usa,3,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,5,3,3,2,4,4,5,3,2,3,3,4,3,2,3,4,3,3,1,3,2,4,3,3,3,1,4,2,3,4,2,2,1,3,4,2,3,2,5,4,2,4,4,4,1,1,1,2,3,3,3,4,Chess,Strategy,Strategy game in which the goal is to capture the opposing king,6,12,NA,NA,1,NA,NA,NA,NA,NA,1,The queen is the most powerful piece,Good,Attack the opponent's pieces,2,1,5,1,1,3,2,3,3,4,2,2,1,3,7,7,7,4,7,1,2,4,1,1,1,1,1,3,1,1,3,1,4,1,3,4,4,1,4,1,4,1,4,2,1,1,1,1,4,2,1,5,5,4,1,1,1,1,1,1,1,1,1,1,5,5,1,5,4,1,5,Game of Thrones,Fantasy,Warring clans battle to win domination over a continent,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,A warrior queen who wants to rule the world,Yes,Defeat enemies and liberate the oppressed,3,2,2,2,5,5,1,3,4,2,2,2,2,3,1,1,1,1,1,6,6,2,2,4,1,1,1,2,3,3,4,3,3,2,2,2,2,2,2,2,4,2,3,1,1,1,1,1,4,3,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,2
